Renewables 03/28/2022,Renewable Energy Type,0:00,0:05,0:10,0:15,0:20,0:25,0:30,0:35,0:40,0:45,0:50,0:55,1:00,1:05,1:10,1:15,1:20,1:25,1:30,1:35,1:40,1:45,1:50,1:55,2:00,2:05,2:10,2:15,2:20,2:25,2:30,2:35,2:40,2:45,2:50,2:55,3:00,3:05,3:10,3:15,3:20,3:25,3:30,3:35,3:40,3:45,3:50,3:55,4:00,4:05,4:10,4:15,4:20,4:25,4:30,4:35,4:40,4:45,4:50,4:55,5:00,5:05,5:10,5:15,5:20,5:25,5:30,5:35,5:40,5:45,5:50,5:55,6:00,6:05,6:10,6:15,6:20,6:25,6:30,6:35,6:40,6:45,6:50,6:55,7:00,7:05,7:10,7:15,7:20,7:25,7:30,7:35,7:40,7:45,7:50,7:55,8:00,8:05,8:10,8:15,8:20,8:25,8:30,8:35,8:40,8:45,8:50,8:55,9:00,9:05,9:10,9:15,9:20,9:25,9:30,9:35,9:40,9:45,9:50,9:55,10:00,10:05,10:10,10:15,10:20,10:25,10:30,10:35,10:40,10:45,10:50,10:55,11:00,11:05,11:10,11:15,11:20,11:25,11:30,11:35,11:40,11:45,11:50,11:55,12:00,12:05,12:10,12:15,12:20,12:25,12:30,12:35,12:40,12:45,12:50,12:55,13:00,13:05,13:10,13:15,13:20,13:25,13:30,13:35,13:40,13:45,13:50,13:55,14:00,14:05,14:10,14:15,14:20,14:25,14:30,14:35,14:40,14:45,14:50,14:55,15:00,15:05,15:10,15:15,15:20,15:25,15:30,15:35,15:40,15:45,15:50,15:55,16:00,16:05,16:10,16:15,16:20,16:25,16:30,16:35,16:40,16:45,16:50,16:55,17:00,17:05,17:10,17:15,17:20,17:25,17:30,17:35,17:40,17:45,17:50,17:55,18:00,18:05,18:10,18:15,18:20,18:25,18:30,18:35,18:40,18:45,18:50,18:55,19:00,19:05,19:10,19:15,19:20,19:25,19:30,19:35,19:40,19:45,19:50,19:55,20:00,20:05,20:10,20:15,20:20,20:25,20:30,20:35,20:40,20:45,20:50,20:55,21:00,21:05,21:10,21:15,21:20,21:25,21:30,21:35,21:40,21:45,21:50,21:55,22:00,22:05,22:10,22:15,22:20,22:25,22:30,22:35,22:40,22:45,22:50,22:55,23:00,23:05,23:10,23:15,23:20,23:25,23:30,23:35,23:40,23:45
,Solar,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-40,-40,-40,-40,-40,-40,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-42,-41,-41,-40,-40,-41,-41,-41,-41,-41,-41,-40,-35,-20,23,86,166,268,379,486,611,719,757,790,964,1097,1208,1321,1449,1569,1497,1624,1900,1994,2103,2257,2197,2113,2332,2482,2581,2846,3077,3353,3608,3690,3677,4010,4192,4312,4528,4991,5483,5408,5004,5071,5278,5204,5548,5910,5994,5765,5967,6091,6028,5841,6505,6801,6774,6940,6829,6756,6596,6644,6990,7112,7162,7136,7365,7382,7200,7203,7800,7891,7879,8178,8572,8557,8549,8512,8592,8586,8509,8266,8219,8220,8275,8221,8213,8176,8374,8388,8204,8212,8021,7914,7765,7723,7692,7515,7385,7250,7353,7490,7488,7472,7311,7323,7137,7160,6890,6455,5907,5741,5767,5748,5969,5715,5343,5107,5001,4757,4505,4290,4035,4054,3991,3327,2638,2482,2396,2253,2092,1997,1864,1712,1676,1606,1408,1233,1063,909,722,519,405,279,186,128,86,31,4,-24,-33,-37,-36,-37,-36,-36,-36,-36,-36,-36,-36,-36,-36,-36,-35,-35,-35,-35,-35,-35,-35,-37,-37,-36,-35,-35,-35,-35,-35,-35,-35,-36,-36,-14,-36,-36,-36,-36,-36,-36,-36,-36,-36,-36,-36,-37,-37,-37,-37,-37,-37,-37,-37,-37
,Wind,2874,2919,2950,2967,2994,2962,2945,2936,2881,2825,2806,2796,2762,2771,2798,2879,2918,2988,3049,3086,3066,3024,2996,2962,2965,2971,3042,3104,3163,3098,3020,2995,2978,2958,2960,3011,3036,2991,3028,3067,3091,3056,3036,3051,3066,3076,3087,3133,3089,3099,3145,3213,3219,3231,3251,3300,3317,3282,3236,3244,3263,3284,3274,3292,3266,3209,3131,3066,3022,3030,3017,3091,3129,3160,3197,3246,3300,3280,3249,3221,3201,3163,3117,3165,3184,3119,3066,3054,3108,3094,2985,2975,2940,2830,2672,2568,2488,2323,2204,2136,2082,2068,2002,1977,1903,1910,1981,2044,2145,2227,2296,2353,2340,2338,2221,2113,2063,2018,1960,1922,1814,1804,1765,1714,1604,1485,1450,1462,1489,1553,1605,1640,1687,1699,1741,1775,1873,1967,1894,1937,1912,1938,1931,1816,1823,1805,1876,1942,1967,2002,2049,2075,2073,2092,2066,2006,2022,2022,2054,2009,2009,2036,2071,2145,2188,2217,2301,2352,2312,2274,2285,2252,2273,2283,2299,2306,2399,2545,2538,2496,2533,2612,2621,2609,2595,2462,2332,2278,2231,2299,2243,2246,2223,2195,2169,2160,2221,2273,2356,2478,2540,2539,2526,2610,2550,2520,2468,2461,2312,2352,2372,2373,2380,2389,2487,2427,2401,2408,2440,2523,2584,2547,2563,2552,2563,2535,2515,2455,2347,2234,2141,2162,2168,2187,2234,2295,2397,2413,2393,2326,2267,2241,2195,2062,1997,1976,2004,2054,2169,2226,2270,2278,2238,2239,2252,2265,2265,2280,2342,2384,2364,2425,2490,2516,2594,2614,2612,2685,2707,2676,2639,2576,2538,2536,2558,2576,2661,2728,2754,2755,2742,2730,2767,2782,2749,2742
,Geothermal,810,808,808,808,809,807,807,808,807,807,808,807,808,809,809,809,808,809,808,809,809,809,809,809,808,808,808,808,808,809,809,808,807,807,808,808,808,809,809,810,809,810,809,809,810,810,809,808,808,807,807,808,808,808,808,808,808,807,808,809,809,809,808,809,808,808,808,808,808,807,808,808,808,808,809,807,808,807,805,809,809,809,809,809,808,809,809,809,809,797,778,779,779,779,775,776,776,777,775,778,779,780,779,777,780,780,779,781,780,780,780,781,780,779,779,779,762,764,765,764,777,781,782,782,781,781,779,779,778,778,778,777,778,777,777,777,777,778,777,778,777,776,777,778,778,780,784,796,809,809,808,807,807,806,806,806,806,806,807,807,807,806,807,807,807,808,808,808,809,808,808,807,806,808,808,807,807,808,807,807,807,808,807,807,807,807,806,806,806,806,807,806,807,803,805,805,807,807,806,806,805,806,805,806,806,806,807,807,806,805,806,807,807,807,809,808,807,807,808,807,805,808,807,807,807,806,807,808,807,807,807,808,807,807,807,807,806,806,807,806,806,806,806,806,806,806,806,806,808,807,807,808,807,809,807,808,806,808,804,801,798,798,798,797,796,796,796,797,797,796,797,799,803,805,808,810,809,810,810,811,810,810,810,810,810,811
,Biomass,241,242,243,238,236,244,246,247,247,246,248,251,252,252,248,245,247,248,252,253,254,252,253,252,252,251,250,254,252,251,253,254,255,253,253,253,252,251,251,250,250,248,246,241,239,237,234,233,231,230,230,231,234,233,232,231,230,229,230,233,231,234,237,237,239,239,240,240,240,241,237,237,237,238,235,235,236,237,236,238,239,240,240,241,244,244,243,245,248,247,244,245,246,248,246,248,247,248,247,245,244,243,242,243,245,243,242,241,242,240,243,243,238,235,238,236,233,232,232,234,234,236,234,233,235,235,234,237,234,231,229,230,234,234,232,231,229,228,227,226,225,226,227,228,230,228,232,233,233,231,230,226,226,226,228,228,229,232,232,233,231,230,229,234,231,232,234,231,231,235,232,232,232,232,233,236,234,234,234,235,234,235,233,237,238,239,243,245,244,247,250,252,253,252,251,250,249,250,249,251,251,249,250,253,253,252,249,245,241,245,248,250,250,252,253,251,251,256,256,256,253,251,253,254,253,250,252,243,244,245,246,244,241,242,245,244,243,245,242,243,243,243,238,235,229,229,230,226,224,221,222,219,225,229,230,230,231,232,233,234,234,232,232,230,228,229,229,227,228,229,232,230,230,228,226,228,231,229,228,229,229,228,230,230,230,229
,Biogas,193,193,192,192,192,192,192,193,192,192,192,192,192,192,192,192,192,193,193,193,193,193,193,192,192,192,192,193,192,193,193,193,193,193,193,193,193,193,193,193,193,194,193,193,194,194,194,194,194,193,193,193,193,193,192,193,193,193,193,193,190,190,191,190,191,191,191,191,191,192,191,191,193,194,193,194,193,193,192,193,192,193,193,193,193,192,192,192,192,192,193,193,192,192,192,193,193,193,193,193,194,193,193,194,194,194,194,194,193,193,193,192,192,192,192,191,191,192,192,191,192,191,191,191,192,191,191,191,191,191,191,191,191,192,193,193,193,193,193,193,194,194,195,194,194,193,192,194,194,191,192,193,193,192,193,192,191,192,193,192,192,193,193,193,193,193,193,194,192,188,189,189,189,195,196,194,194,194,194,194,194,194,194,194,194,194,195,194,194,194,197,196,196,196,196,197,196,196,197,197,196,197,198,197,197,196,196,196,197,196,196,196,196,195,196,196,195,196,199,196,196,197,197,197,196,198,198,197,199,197,197,199,198,198,199,199,199,198,198,198,198,199,198,198,198,199,198,198,198,198,198,198,197,197,197,197,197,196,197,196,196,196,196,196,198,196,196,196,196,196,195,196,195,196,195,195,194,194,193,193,194,194,194,195,195,195
,Small hydro,195,195,188,188,189,189,190,190,189,189,188,188,188,188,188,189,190,191,190,190,189,188,189,190,190,190,191,190,189,188,189,189,188,188,189,189,188,188,188,190,190,189,190,189,189,189,189,189,188,187,191,196,197,198,199,199,198,197,197,199,200,202,201,201,199,199,200,200,200,201,201,201,202,201,200,199,200,201,201,201,202,202,203,209,227,241,241,241,241,241,241,242,241,241,240,241,240,240,230,210,202,202,201,199,199,199,199,199,195,189,190,191,192,192,192,192,191,191,191,190,189,185,182,183,182,190,223,216,182,181,180,182,182,181,180,180,181,181,180,179,180,181,181,180,180,180,179,180,180,180,179,180,180,180,179,180,180,180,180,180,179,180,181,180,179,182,184,185,184,185,185,185,185,184,184,181,179,179,179,178,177,177,183,182,181,181,180,180,181,182,181,181,183,187,190,190,190,189,189,189,191,190,191,191,191,191,190,198,199,198,199,199,200,199,201,227,246,259,261,261,261,261,262,263,264,262,263,264,264,263,265,267,265,265,266,266,266,267,267,268,269,267,264,264,264,265,266,264,265,265,265,264,264,262,248,226,219,219,218,220,217,218,218,218,218,217,214,214,214,215,214,215,214,214,213,214,214,212,182,177,177,177,177,177,177,177
