,Renewable Energy Type,0:00,0:05,0:10,0:15,0:20,0:25,0:30,0:35,0:40,0:45,0:50,0:55,1:00,1:05,1:10,1:15,1:20,1:25,1:30,1:35,1:40,1:45,1:50,1:55,2:00,2:05,2:10,2:15,2:20,2:25,2:30,2:35,2:40,2:45,2:50,2:55,3:00,3:05,3:10,3:15,3:20,3:25,3:30,3:35,3:40,3:45,3:50,3:55,4:00,4:05,4:10,4:15,4:20,4:25,4:30,4:35,4:40,4:45,4:50,4:55,5:00,5:05,5:10,5:15,5:20,5:25,5:30,5:35,5:40,5:45,5:50,5:55,6:00,6:05,6:10,6:15,6:20,6:25,6:30,6:35,6:40,6:45,6:50,6:55,7:00,7:05,7:10,7:15,7:20,7:25,7:30,7:35,7:40,7:45,7:50,7:55,8:00,8:05,8:10,8:15,8:20,8:25,8:30,8:35,8:40,8:45,8:50,8:55,9:00,9:05,9:10,9:15,9:20,9:25,9:30,9:35,9:40,9:45,9:50,9:55,10:00,10:05,10:10,10:15,10:20,10:25,10:30,10:35,10:40,10:45,10:50,10:55,11:00,11:05,11:10,11:15,11:20,11:25,11:30,11:35,11:40,11:45,11:50,11:55,12:00,12:05,12:10,12:15,12:20,12:25,12:30,12:35,12:40,12:45,12:50,12:55,13:00,13:05,13:10,13:15,13:20,13:25,13:30,13:35,13:40,13:45,13:50,13:55,14:00,14:05,14:10,14:15,14:20,14:25,14:30,14:35,14:40,14:45,14:50,14:55,15:00,15:05,15:10,15:15,15:20,15:25,15:30,15:35,15:40,15:45,15:50,15:55,16:00,16:05,16:10,16:15,16:20,16:25,16:30,16:35,16:45,16:50,16:55,17:00,17:05,17:10,17:15,17:20,17:25,17:30,17:35,17:40,17:45,17:50,17:55,18:00,18:05,18:10,18:15,18:20,18:25,18:30,18:35,18:40,18:45,18:50,18:55,19:00,19:05,19:10,19:15,19:20,19:25,19:30,19:35,19:40,19:45,19:50,19:55,20:00,20:05,20:10,20:15,20:20,20:25,20:30,20:35,20:40,20:45,20:50,20:55,21:00,21:05,21:10,21:15,21:20,21:25,21:30,21:35,21:40,21:45,21:50,21:55,22:00,22:05,22:10,22:15,22:20,22:25,22:30,22:35,22:40,22:45,22:50,22:55,23:00,23:05,23:10,23:15,23:20,23:25,23:30,23:35,23:40,23:45,23:50,Day of Month
0,Solar,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-12,-11,-12,-12,-12,-12,-12,-12,-11.0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,-12.0,-11.0,-11.0,-12,-13,-13,-12,-12,-12,-12,-12,-12,-13,-12,-12,-12,-12,-12,-13,-13,-13,-13,-13,-13,-13,-13,-14,-13,-9,-9,-9,-9,-9,-9,-10,-10,-9,-7,-4,11,60,135,230,381,595,904,1284,1765,2288,2872,3495,4109,4801,5493,6138,6801,7450,8062,8679,9196,9503,9710,9801,10082,10940,11543,11828,12036,12151,12067,11929,11852,11764,11699,11723,11996,12482,12699,12717,12642,12644,12644,12764,12829,12897,12903,13017,13046,13164,13222,13228,13115,13119,13148,13013,12948,13045,13106,13134,12986,12946,12983,12932,12749,12598,12434,12381,12377,12467,12469,12444,12472,12574,12479,12472,12432,12363,12366,12415,12495,12528,12553,12555,12662,12714,12517,12548,12559,12564,12566,12563,12637,12661,12441,12241,12211,12395,12489,12605,12664,12713,12732,12925,13009,12964,12718,12555,12661,12709,12528,12430,12258,12391,12391,12401,12310,12066,11926,11698,11429,11117,10531,10104,9452,9326,8852,8309,7048,6368,5715,5007,4310,3646,3024,2419,1906,1482,1101,834,605,480,347,278,255,245,238,213,197,197,234,250,144,86,86,83,58,50,49,49,49,49,49,49,49,50,50,54,39,35,35,35,35,36,35,35,35,35,33,30,16,6,6,6,6,6,5,5,5,5,5,4,5,5,4,4,4,5,5,5,5,5,5,5,5,4,-1,-10,-20,-31,-38,-40,-40,-42.0,"March 11th, 2022"
0,Solar,-42,-42,-42,-42,-43,-43,-43,-43,-44,-44,-43,-43,-43,-43,-43,-43,-43,-43,-44,-44,-43,-43,-43,-43,-43.0,-43.0,-43.0,-44.0,-44.0,-44.0,-47.0,-44.0,-44.0,-44.0,-44.0,-44.0,-45,-46,-46,-45,-45,-45,-46,-45,-45,-45,-45,-45,-45,-46,-45,-45,-45,-45,-45,-45,-45,-46,-45,-45,-46,-45,-46,-47,-47,-46,-46,-47,-47,-47,-44,-38,-25,17,108,232,385,640,953,1342,1823,2359,2932,3542,4184,4857,5560,6210,6863,7487,8101,8655,8989,8738,8334,8225,8628,9230,9608,9743,9915,10025,10024,9946,10039,9956,9782,9751,9915,10125,10282,10354,10350,10384,10353,10238,10267,10294,10194,10188,10181,10005,9933,9937,9934,9942,9938,9848,9836,9830,9827,9829,9838,9851,9842,9834,9801,9712,9714,9706,9670,9513,9289,9227,9309,9975,10172,10177,9476,9185,9150,9144,9043,9030,9069,9121,9003,8977,8924,8909,8910,8905,8924,9150,9248,9265,9318,9344,9334,9341,9331,9262,9299,9278,9352,9330,9325,9362,9535,9608,9541,9359,9315,9265,9343,9447,9394,9432,9523,9581,9689,9486,8775,7990,7568,7265,6875,6699,6531,6695,6422,5956,5367,4746,4085,3380,2791,2165,1645,1309,986,743,580,435,316,200,200,200,200,200,200,200,200,200,200,200,200,200,182,177,176,173,147,139,167,159,158,152,152,152,107,106,109,108,108,107,107,106,107,107,106,104,90,87,87,87,87,87,87,87,87,87,87,87,85,86,86,87,86,86,86,86,87,87,87,87,85,87,86,81,71,61,49,44,40,39.0,"March 12th, 2022"
0,Solar,39,39,39,39,39,37,39,39,38,38,38,38,38,34,38,38,39,39,38,38,38,38,38,38,,,,,,,,,,,,,38,38,38,38,38,37,37,37,37,37,37,37,37,37,36,37,37,37,37,37,36,37,37,37,57,107,125,125,126,126,126,126,126,125,114,44,31,-10,-21,-19,-18,-18,-18,-19,-19,-18,-14,-5,12,36,109,220,349,553,760,1049,1434,1823,2302,2838,3410,3826,4224,4486,4785,5121,5417,5725,6024,6320,6686,7233,7770,8148,8195,8450,9017,9443,9545,9671,9710,9357,8720,8539,8534,8567,8561,8653,8830,8674,8666,8427,8524,8216,8261,8387,8342,8140,7707,7318,7540,7489,7387,6966,6595,6419,6299,6354,6131,6151,5972,5880,5793,5847,5932,5847,5917,5646,5494,5535,5731,5867,5781,5708,5770,5713,5648,5713,5657,5637,5608,5478,5471,5386,5613,5859,5879,5642,5454,5590,5670,5554,5642,5710,5633,5876,5881,5879,5755,5663,5434,5426,5199,5402,5527,5568,5648,5330,5205,5137,5086,5050,5305,5352,5736,5913,6166,5658,5098,4639,4477,4298,4199,4297,4681,5034,5046,4721,4287,3907,3566,2966,2506,2113,1722,1356,1060,823,593,433,316,195,120,83,65,62,62,63,63,63,63,64,63,62,52,52,49,49,49,48,49,48,48,48,53,70,72,83,95,95,95,95,95,96,95,95,89,75,66,45,35,35,34,34,35,35,35,35,34,33,33,35,32,25,17,7,-2,-8,-11,-12.0,"March 13th, 2022"
0,Solar,-12,-12,-12,-12,-12,-12,-12,-12,-13,-13,-13,-13,-13,-13,-13,-13,-13,-12,-12,-12,-12,-13,-13,-13,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-13,-13,-13,-13,-13,-13,-13,-13,-13,-13,-15,-14,-14,-14,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-16,-15,-15,-15,-15,-16,-16,-16,-16,-16,-11,25,43,48,52,56,62,69,69,69,73,84,87,80,149,258,430,629,984,1405,1860,2338,2956,3538,4201,4841,5426,6093,6591,7178,7709,8267,8884,9321,9551,9937,10461,11184,11595,11780,11935,12022,12097,11925,11594,11617,11658,11766,11864,12077,12164,12167,12278,12010,11571,11744,11676,11524,11459,11510,11523,11749,11953,11939,11927,11931,11944,11781,11798,11853,12220,12403,12460,12292,12114,12068,12140,12191,12037,12125,12147,12070,12258,12378,12406,12469,12475,12398,12320,12497,12456,12330,12326,12426,12458,12477,12540,12520,12410,12475,12672,12738,12782,12813,12803,12801,12805,12790,12736,12546,11891,11730,11591,11788,12180,12321,12293,12294,12303,12301,11868,11019,10431,10956,11642,11949,11760,11474,11258,11297,10978,10481,10093,9452,9248,9435,9278,8732,8112,7480,6768,6219,5601,4983,4364,3583,2878,2293,1827,1391,1061,788,584,401,268,198,169,148,93,62,62,63,64,66,66,67,67,68,51,44,42,42,44,44,41,45,45,44,43,44,40,41,42,43,43,42,42,42,42,42,42,37,12,7,7,7,7,7,7,7,7,7,6,2,-7,-14,-27,-36,-37,-38,-40,-40,-40,-40.0,"March 14th, 2022"
0,Solar,-41,-41,-40,-44,-42,-41,-42,-41,-42,-42,-42,-42,-42,-43,-42,-45,-43,-43,-42,-42,-43,-42,-42,-42,-43.0,-42.0,-42.0,-42.0,-42.0,-43.0,-42.0,-42.0,-42.0,-43.0,-42.0,-42.0,-42,-43,-42,-42,-42,-42,-42,-42,-43,-43,-43,-44,-43,-43,-44,-44,-44,-43,-44,-44,-44,-44,-44,-44,-44,-44,-44,-44,-45,-44,-45,-45,-44,-44,-45,-45,-45,-44,-44,-44,-44,-44,-44,-44,-45,-43,-39,-24,2,56,152,300,501,768,1118,1537,2004,2482,2982,3548,4108,4732,5193,5610,6166,6668,7166,7739,8382,8913,9347,9637,9702,10000,10247,10343,10453,10452,10181,10015,10055,10355,10273,10200,9983,10153,10256,10516,11046,11140,10944,10105,9752,9826,10057,10059,10099,9775,9900,10043,10116,10212,10127,10028,9538,9252,9269,9220,9336,9667,9836,9934,9654,9637,10019,10239,10164,10137,10223,10266,9972,9688,9607,9502,9294,8950,8780,8761,8785,8752,8773,8938,9059,9068,8892,8899,9137,9552,9749,10010,9469,9213,9310,8798,8162,8415,8511,8739,8923,9304,9147,8805,8951,8931,9079,9254,9074,8128,7560,8146,8336,8326,8083,8108,8022,7818,7564,7501,7144,6330,5762,5683,5461,5240,4892,4289,3743,3428,3173,2898,2476,1997,1671,1415,1127,856,644,467,308,217,115,43,5,-18,-26,-28,-28,-27,-27,-25,-26,-25,-25,-25,-33,-34,-35,-35,-35,-35,-35,-35,-34,-34,-34,-35,-35,-34,-34,-34,-36,-34,-33,-34,-33,-33,-33,-36,-41,-42,-42,-42,-42,-42,-42,-42,-42,-42,-43,-43,-44,-43,-43,-44,-44,-43,-43,-44,-44,-43.0,"March 15th, 2022"
0,Solar,-43,-43,-43,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-43,-42,-42,-42,-42,-42,-43,-42,-42,-42,-42.0,-43.0,-43.0,-43.0,-43.0,-43.0,-43.0,-43.0,-43.0,-43.0,-43.0,-43.0,-43,-43,-43,-43,-43,-43,-43,-43,-43,-43,-45,-44,-44,-44,-44,-44,-45,-45,-45,-46,-45,-45,-45,-45,-45,-45,-45,-45,-45,-46,-45,-46,-46,-46,-47,-47,-47,-44,-40,-34,-29,-25,-20,-16,-16,-14,-9,2,30,100,200,329,532,783,1094,1452,1874,2305,2693,3193,3794,4498,5163,5748,6326,6909,7461,7721,8199,8735,9239,9558,9907,10222,10558,10764,10915,11018,11153,11320,11306,11186,11053,10904,11155,11667,11855,11907,11884,11894,11858,11875,11816,11564,11365,11261,11075,11010,10866,10742,10714,10609,10586,10439,10384,10284,10455,10381,10567,10712,10787,10465,10359,10248,10134,10245,10284,10259,10173,10226,10423,10727,10777,10780,10843,10745,10678,10583,10327,10009,10195,10429,10577,10715,10583,10624,10726,10667,10702,10776,10813,10761,10806,10841,10857,10963,11041,11048,11051,11160,11240,11725,12013,12223,12210,11952,11393,10495,9977,9639,9710,9841,9811,9808,9601,9606,9417,9192,9267,9095,8940,8800,8888,8564,8033,7476,6913,6322,5691,5093,4441,3765,3067,2431,1865,1515,1183,873,638,454,309,211,142,85,63,59,64,66,65,66,66,66,63,60,-8,-33,-36,-36,-34,-35,-35,-35,-34,-35,-35,-35,-43,-43,-43,-43,-43,-43,-43,-43,-43,-43,-44,-43,-43,-44,-44,-43,-44,-44,-44,-45,-44,-44,-44,-44,-44,-44,-43,-41,-41,-41,-42,-41,-41,-41.0,"March 16th, 2022"
0,,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41.0,-41.0,-41.0,-41.0,-41.0,-41.0,-41.0,-41.0,-41.0,-41.0,-41.0,-41.0,-41,-41,-41,-41,-41,-41,-41,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-43,-43,-42,-42,-42,-42,-42,-42,-42,-42,-45,-43,-43,-43,-43,-43,-43,-44,-44,-45,-44,-44,-44,-44,-44,-44,-43,-41,-33,-17,21,102,218,377,622,925,1273,1685,2122,2634,3190,3705,4225,4785,5352,5961,6483,6997,7413,7599,7817,7925,7972,7637,7715,8254,8530,8878,8862,8752,9008,9307,9730,10008,9966,9868,9960,10488,10755,10826,10928,10613,10621,10412,10150,10246,10326,9918,9736,9507,9715,9704,10519,10910,10895,10630,10309,10549,11383,11757,11730,11199,10801,10927,10979,11044,10755,10765,11122,11093,11094,10954,10909,10887,10849,10739,10740,10687,10836,10991,11122,11258,11442,11603,11826,11973,11806,11779,11794,11796,11670,11779,11833,11819,11506,11139,11066,11133,10781,10682,10869,10992,11065,11060,10777,10682,10727,10867,10317,9606,9436,9224,8934,8491,8193,8677,9265,9393,9232,8831,8163,7483,7091,6874,6602,6362,6047,5705,5145,4543,3864,3432,3097,2931,2641,2217,1817,1492,1172,874,578,401,282,192,130,91,60,64,74,74,37,28,27,28,27,27,-4,-12,-12,-11,-11,-11,25,39,39,39,38,43,41,41,42,42,42,41,41,41,41,42,41,41,45,41,40,40,40,41,41,41,41,42,41,42,41,40,40,40,40,40,40,41,41,41.0,"March 17th, 2022"
0,Solar,41,21,11,11,11,11,11,11,11,11,11,11,11,-1,-9,-8,-8,-8,-8,-8,-8,-8,-9,-8,-8.0,-9.0,-8.0,-8.0,-8.0,-9.0,-8.0,-9.0,-9.0,-9.0,-9.0,-8.0,-9,-9,-9,-9,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-11,-12,-12,-12,-12,-12,-4,4,8,15,17,23,27,30,32,45,67,138,214,335,503,754,1070,1475,1930,2452,3006,3597,4212,4851,5539,6244,6860,7419,7956,8519,9000,9421,9786,10060,10398,10761,11355,11680,11839,12002,12134,12325,12308,12268,12328,12396,12537,12412,12511,12508,12599,12553,12436,12569,12533,12446,12481,12580,12548,12468,12390,12449,12496,12574,12525,12564,12691,12544,12551,12406,12417,12366,12375,12486,12528,12657,12667,12676,12685,12740,12734,12625,12553,12484,12375,12242,12196,12219,12439,12219,12262,12334,12528,12389,12643,12538,12590,12488,12478,12663,12696,12637,12532,12441,12226,12411,12596,12532,12357,12515,12406,12282,12287,12529,12543,12479,12361,12313,12264,12040,11703,11498,11513,11379,11337,11232,11155,11024,10952,10724,10503,10357,10045,9744,9492,9119,8633,8046,7456,6825,6174,5533,4917,4228,3559,2931,2353,1841,1432,1133,838,605,464,289,207,149,117,102,88,76,65,63,64,65,69,64,62,65,64,62,60,61,62,61,62,62,65,61,62,12,-10,-11,-13,-9,-12,-10,-10,-11,-11,-11,-13,-17,-25,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-25,-25,-23,-25,-24,-25,-25,-24,-24,-24.0,"March 18th, 2022"
0,Solar,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24,-23,-24,-24,-24,-24,-24,-24,-24,-24,-24,-24.0,-24.0,-24.0,-24.0,-24.0,-24.0,-24.0,-24.0,-24.0,-24.0,-24.0,-24.0,-24,-24,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,-25,-26,-26,-26,-26,-26,-26,-25,-25,-16,-9,-7,-7,-7,-8,-7,-7,-7,-7,-4,4,13,21,26,27,27,28,28,28,25,28,36,45,71,130,286,400,518,616,868,1091,1289,1539,1856,2157,2532,2890,3102,3318,3545,3779,3793,3676,3992,4024,3924,4260,4371,4573,4917,5080,5104,5133,5710,6075,5823,6268,6416,6781,6553,6363,6230,6295,6318,6599,6592,6915,6963,6841,6793,6895,7138,7144,6790,6483,6215,6473,6658,6268,6270,6378,5591,5603,6163,6571,7312,7357,7368,7413,7464,7563,7486,7345,7120,7073,6907,7019,7369,7451,7077,6863,7354,7339,7336,7209,7353,7367,7418,7349,6964,6885,6999,7099,7552,8055,8123,7443,6826,6253,5745,5710,5724,5875,5836,5821,6245,6029,5818,5526,5540,5603,5671,5559,5134,5090,4957,5109,5258,5373,5087,4733,4478,4757,4360,4125,4007,3792,3572,3213,2953,2783,2625,2407,2293,2023,1702,1329,1087,941,737,549,414,305,240,187,140,87,51,46,46,47,45,47,46,44,44,47,42,-7,-17,-10,3,4,-19,-15,-14,-15,-14,-13,-11,3,6,2,6,6,7,-6,-42,-40,-42,-43,-41,-42,-42,-42,-42,-42,-41,-42,-41,-41,-41,-41,-40,-42,-42,-41,-42,-42,-41,-42,-42,-42,-42.0,"March 19th, 2022"
0,Solar,-42,-42,-42,-42,-42,-42,-42,-42,-42,-42,-41,-42,-42,-41,-41,-41,-41,-43,-42,-41,-41,-41,-41,-41,-40.0,-41.0,-42.0,-41.0,-41.0,-41.0,-41.0,-41.0,-41.0,-41.0,-42.0,-42.0,-42,-42,-42,-42,-42,-42,-42,-42,-43,-42,-42,-42,-43,-43,-43,-43,-44,-44,-44,-44,-44,-43,-43,-43,-43,-31,-26,-26,-26,-26,-27,-27,-27,-27,-27,-26,-25,-24,-22,-21,-22,-21,-21,-22,-22,-22,-18,-6,37,138,269,373,618,920,1320,1791,2288,2763,3184,3612,4084,4899,5639,6011,6485,6776,6959,7139,7220,7472,7964,8265,8182,8277,8456,8459,8124,7888,7801,7681,7885,7794,7882,7827,7859,8062,8326,8701,8482,8370,8118,8120,8079,8188,8440,8477,8551,8572,8354,8239,8009,8046,8014,8025,7718,7525,7502,7397,7381,7333,7333,7200,7177,7067,7116,7059,6997,6701,6622,6256,6296,6364,6344,6549,6597,6574,6610,6522,6523,6420,6453,6450,6685,6885,6650,6570,6708,6727,6680,6747,6796,6778,6899,6984,6942,6792,6746,6623,6603,6580,6606,6715,6825,7035,7113,6879,6913,6800,6782,6510,6398,6386,6392,6218,6535,6609,6397,6483,6430,6182,6083,6064,6278,6049,6303,6210,5987,5769,5318,4700,4069,3606,3096,2627,2153,1713,1326,980,775,504,272,182,175,145,131,132,124,129,127,130,130,131,129,123,117,109,99,100,100,99,98,93,95,98,97,91,36,24,23,23,23,22,23,22,27,23,22,22,11,-2,-3,-2,-2,-2,-3,-2,-2,-3,-3,-5,-28,-33,-33,-39,-42,-42,-42,-42,-41,-41.0,"March 20th, 2022"
0,Solar,-42,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-42,-42,-41,-41,-41,-42,-42,-42,-41,-41,-41,-41,-41.0,-41.0,-42.0,-42.0,-42.0,-42.0,-42.0,-43.0,-43.0,-42.0,-42.0,-42.0,-42,-43,-44,-44,-44,-44,-43,-43,-44,-44,-43,-43,-43,-43,-43,-43,-43,-44,-43,-43,-43,-44,-43,-44,-43,-35,-34,-34,-34,-34,-34,-34,-34,-34,-34,-34,-34,-18,-10,-5,0,1,1,1,3,12,29,67,140,273,440,704,1018,1355,1815,2316,2826,3277,3876,4563,5238,5839,6389,6953,7652,8153,8789,9396,9874,10251,10391,10636,10830,10770,10903,11016,11327,11652,11838,11839,11792,11708,11676,11769,11836,11787,11644,11589,11781,11961,11989,11900,11924,11889,11896,11908,11943,11959,11948,11951,11984,11856,11738,11828,11824,11858,11940,11860,11868,12124,12349,12271,12135,12123,12100,12156,12058,11951,12022,11993,11924,11901,12047,11759,11833,12052,12340,12443,12497,12545,12538,12364,12490,12595,12656,12680,12417,12297,12244,12309,12227,12264,12281,12211,11825,12401,12533,12223,11643,11528,11636,11777,11596,11404,11591,11634,11629,10815,10461,10197,10223,10130,9960,10307,10223,10182,10279,9942,9560,8914,8609,8748,9000,8633,8127,7705,7313,6747,6134,5491,4923,4186,3554,3006,2449,1970,1593,1209,905,672,486,369,287,186,147,142,139,148,147,148,120,94,92,81,61,51,49,47,50,46,51,45,47,49,52,44,36,35,32,33,33,33,32,34,32,31,32,31,-12,-36,-36,-36,-36,-36,-37,-36,-36,-36,-36,-36,-36,-37,-37,-37,-37,-37,-37,-37,-37,-36.0,"March 21st, 2022"
0,Solar,-36,-36,-36,-36,-36,-36,-36,-36,-36,-35,-36,-36,-36,-36,-36,-36,-36,-36,-36,-36,-36,-36,-36,-36,-35.0,-36.0,-36.0,-35.0,-35.0,-35.0,-36.0,-36.0,-36.0,-36.0,-36.0,-37.0,-37,-37,-38,-39,-38,-38,-38,-38,-38,-38,-39,-38,-38,-38,-38,-39,-38,-39,-38,-39,-39,-39,-39,-39,-38,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-40,-39,-28,-19,-14,-10,-4,-1,-1,1,14,41,102,191,353,544,820,1173,1578,2087,2618,3210,3700,3949,4547,5357,6247,6908,7435,8032,8609,9265,9755,10177,10554,10807,11093,11153,11363,11590,12043,12234,12227,12305,12419,12406,12510,12281,12144,12110,12208,12090,12079,12085,11887,11796,11677,11563,11685,11714,11634,11695,11785,11824,11899,11850,11867,11860,11837,11957,11992,11759,11842,12011,12002,11968,11901,11735,11632,11665,11648,11588,11546,11603,11626,11702,11886,11925,11905,11878,11776,11602,11409,11436,11484,11775,11858,11921,11923,11815,11748,11775,11754,11694,11926,11993,12000,12210,12250,12362,12444,12339,12311,12452,12357,12420,12315,12541,12737,12612,12166,11890,11865,11553,11180,11283,11273,11191,11327,11256,11052,10738,10441,10085,9446,8895,8864,9018,8942,8801,8399,7824,7224,6595,5896,5210,4542,3924,3296,2687,2132,1667,1294,949,704,550,405,305,167,141,125,101,85,88,86,89,91,91,91,90,89,94,90,89,91,94,91,92,94,91,90,40,35,35,34,34,35,34,35,35,34,38,33,34,17,17,17,16,17,16,17,16,18,17,17,-9,-16,-16,-16,-16,-16,-16,-16,-16,-16.0,"March 22nd, 2022"
0,,-16,-16,-16,-16,-16,-15,-16,-16,-16,-16,-16,-16,-16,-16,-16,-15,-16,-15,-15,-15,-15,-15,-15,-15,-15.0,-16.0,-16.0,-16.0,-16.0,-16.0,-16.0,-16.0,-16.0,-16.0,-16.0,-16.0,-16,-17,-17,-18,-17,-17,-17,-17,-17,-17,-17,-17,-17,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-18,-19,-19,-19,-19,-19,-19,-19,-19,-19,-19,-19,-19,-19,-10,-4,1,4,3,3,4,9,24,48,125,229,400,603,921,1303,1783,2330,2880,3468,4071,4602,5153,5776,6561,7389,8080,8781,9387,9899,10225,10278,10420,10562,10660,10806,10956,11223,11358,11217,11254,11261,10974,11024,11171,11167,11106,11280,11531,11601,11682,11854,11880,11850,11684,11656,11625,11697,11715,11671,11743,11880,11981,11982,11740,11654,11800,11898,11733,11765,11750,11649,11632,11730,11722,11756,11636,11787,11986,11979,12027,12080,12143,12102,12067,12063,12012,11972,11937,12029,11975,11858,11784,11903,11891,11770,11561,11341,11589,11796,11918,12010,12039,11993,12004,12024,12027,11986,11860,11471,11263,11216,11270,11303,11540,11754,12012,12042,11550,11348,11262,11268,11250,11220,11238,11183,11031,10817,10620,10455,10155,9671,9206,8853,8416,8328,8431,8292,7995,7545,6996,6400,5873,5306,4658,4018,3420,2813,2249,1796,1400,1052,780,610,506,419,345,323,312,299,241,210,212,212,181,125,125,125,91,88,90,91,87,86,81,85,81,90,82,32,14,15,12,16,17,12,9,7,8,6,-6,-33,-41,-41,-41,-41,-41,-41,-41,-41,-40,-40,-41,-41,-41,-41,-41,-42,-42,-42,-42,-42,-41.0,"March 23rd, 2022"
0,Solar,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-39,-41,-41,-41,-41,-41,-41,-41,-41,-41.0,-41.0,-41.0,-41.0,-41.0,-41.0,-41.0,-41.0,-41.0,-41.0,-41.0,-41.0,-41,-43,-43,-42,-42,-43,-43,-43,-42,-43,-42,-43,-43,-42,-42,-42,-42,-42,-43,-43,-42,-42,-43,-43,-43,-43,-43,-43,-43,-44,-44,-44,-44,-44,-44,-44,-44,-33,-28,-26,-26,-26,-18,33,66,32,112,133,289,403,646,972,1370,1838,2391,2943,3518,4129,4750,5400,6075,6757,7476,8103,8736,9338,9813,10105,10428,10773,11009,11209,11418,11569,11774,12005,12139,12238,12261,12489,12527,12495,12550,12582,12512,12430,12531,12552,12597,12604,12567,12732,12631,12631,12636,12521,12658,12853,12705,12591,12865,12896,12952,13145,13278,13173,12969,12902,13048,12990,12964,12968,13020,13122,13190,13273,13299,13276,13343,13352,13370,13378,13366,13368,13360,13349,13375,13387,13377,13381,13403,13395,13386,13392,13424,13420,13407,13384,13325,13411,13328,13308,13362,13363,13378,13426,13415,13400,13353,13299,13245,13234,13236,13195,13146,13093,13037,12940,12789,12716,12735,12657,12562,12493,12244,12090,11898,11662,11417,11137,10807,10439,10030,9547,9016,8457,7872,7267,6660,5974,5271,4640,3998,3362,2776,2200,1646,1251,874,629,446,303,231,164,131,118,113,96,69,70,73,73,74,71,50,47,47,46,45,46,50,48,47,47,47,51,33,33,34,33,34,28,34,29,35,33,30,28,-19,-33,-32,-32,-32,-33,-32,-32,-32,-32,-32,-32,-38,-40,-41,-38,-39,-42,-39,-39,-39,-39.0,"March 24th, 2022"
0,Solar,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39,-39.0,-39.0,-39.0,-39.0,-39.0,-39.0,-39.0,-39.0,-39.0,-39.0,-39.0,-39.0,-39,-39,-40,-40,-40,-40,-40,-41,-40,-40,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-43,-43,-42,-42,-42,-42,-42,-42,-42,-42,-42,-41,-22,-11,-7,-1,3,8,12,20,41,92,191,315,515,765,1024,1433,1860,2312,2829,3308,3864,4447,5023,5522,6184,6812,7410,7819,8314,8901,9328,9747,10163,10603,10972,11208,11392,11356,11429,11595,11736,11974,12166,12265,12416,12524,12592,12565,12453,12436,12518,12650,12733,12710,12726,12693,12697,12757,12863,12826,12795,12949,13033,13038,13064,13114,13143,13043,13142,13055,13009,13037,13103,13092,13096,13040,12952,12873,12853,12924,12962,12953,12874,12655,12635,12646,12678,12716,12878,12913,12911,13074,13082,12979,13044,13059,12960,12872,12749,12759,12706,12683,12689,12514,12412,12501,12544,12581,12586,12580,12367,12203,11982,11845,11432,11055,10886,10921,11048,10871,10714,10366,10096,10014,10055,9792,9272,8957,8716,8324,8025,7679,7422,7173,6817,6352,5919,5416,4734,4380,3953,3586,3316,2976,2499,2102,1758,1490,1150,953,786,591,459,347,241,201,121,92,89,87,86,82,88,87,84,81,87,71,61,63,67,62,62,62,62,62,61,59,52,17,14,10,8,8,9,7,11,9,12,6,6,6,2,2,2,2,2,2,-2,-4,-3,-13,-27,-36,-38,-38,-39,-38,-38,-38,-38,-38,-38.0,"March 25th, 2022"
